input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence,validation_verdict,validation_reason_codes
Mechanics Bank,Walnut Creek,CA,936462,MECHANICS BANK,NMB,WALNUT CREEK,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Lake Trust Credit Union,Brighton,MI,794091,LAKE TRUST CREDIT UNION,SCU,LANSING,MI,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Owingsville Banking Company,Owingsville,KY,492810,OWINGSVILLE BANKING COMPANY,NMB,OWINGSVILLE,KY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Charter Oak Federal Credit Union,Waterford,CT,595579,CHARTER OAK FEDERAL CREDIT UNION,FCU,WATERFORD,CT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Sunwest Bank,Irvine,CA,4049678,"SUNWEST BANCORP, INC.",BHC,IRVINE,CA,closed,100.0,86.1,"state,city",strong,review,"moderate_name_score,composite_capped"
Midflorida Credit Union,Lakeland,FL,101381,MIDFLORIDA CREDIT UNION,SCU,LAKELAND,FL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Communication Federal Credit Union,oklahoma city,OK,603670,COMMUNICATION FEDERAL CREDIT UNION,FCU,OKLAHOMA CITY,OK,active,100.0,100.0,"state,city",strong,accept,composite_capped
Franklin Savings Bank,Franklin,ME,228000,FRANKLIN SAVINGS BANK,SMB,FARMINGTON,ME,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Community West Bank,Fresno,CA,703767,COMMUNITY WEST BANK,NMB,FRESNO,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Serve Credit Union,Des Moines,IA,530794,SERVE CREDIT UNION,SCU,DES MOINES,IA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Oceanfirst Bank,Red Bank,NJ,85472,"OCEANFIRST BANK, NATIONAL ASSOCIATION",NAT,TOMS RIVER,NJ,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Highland Bank,Birmingham,MN,764058,HIGHLAND BANK,NMB,SAINT PAUL,MN,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Bethpage Federal Credit Union,Bethpage,NY,453987,BETHEX FEDERAL CREDIT UNION,FCU,BRONX,NY,closed,100.0,92.9,state,strong,accept,"city_mismatch,composite_capped"
Southpoint Bank,Birmingham,AL,3386536,SOUTHPOINT BANK,NMB,BIRMINGHAM,AL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Fnbc Bank & Trust,La Grange,IL,608844,FNBC BANK AND TRUST,NMB,LA GRANGE,IL,active,100.0,89.1,"state,city",strong,review,"moderate_name_score,composite_capped"
Community First Bank,Forest,OH,774123,COMMUNITY BANK,NMB,HUBER HEIGHTS,OH,closed,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Dieterich Bank,Dieterich,IL,771140,DIETERICH BANK,SMB,EFFINGHAM,IL,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Bankers' Bank,Madison,WI,408642,BANKERS' BANK,SMB,MADISON,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Kentucky Bank,Paris,KY,263243,"FIRST KENTUCKY BANK, INC.",NMB,MAYFIELD,KY,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Guaranty Bank And Trust Company,Addison,LA,289739,GUARANTY BANK AND TRUST COMPANY,NMB,NEW ROADS,LA,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
1st Security Bank,Hillsboro,OH,646873,NEW CARLISLE FEDERAL SAVINGS BANK,CSA,NEW CARLISLE,OH,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
First Bank & Trust,Dubuque,NY,565170,FIRST FEDERAL SAVINGS OF MIDDLETOWN,CSA,MIDDLETOWN,NY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Bank Of Sun Prairie,Sun Prairie,WI,124344,BANK OF SUN PRAIRIE,NMB,SUN PRAIRIE,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Mutualbank,Muncie,IN,5371947,"RICHMOND MUTUAL BANCORPORATION, INC.",FHD,RICHMOND,IN,active,100.0,81.0,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Hoosier Hills Credit Union,Bedford,IN,1001086,HOOSIER HILLS CREDIT UNION,SCU,BEDFORD,IN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Tucson Federal Credit Union,Tucson,AZ,171777,TUCSON FEDERAL CREDIT UNION,FCU,TUCSON,AZ,active,100.0,100.0,"state,city",strong,accept,composite_capped
Credit Central,Ozark,SC,5183364,"CREDIT CENTRAL LOAN COMPANY, LLC",FNC,GREENVILLE,SC,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Elderton State Bank,Elderton,PA,282824,ELDERTON STATE BANK,NMB,ELDERTON,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
The First Bank,Griffithville,OK,280352,FIRST BANK,NMB,ERICK,OK,active,100.0,95.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Nevada State Bank,Las Vegas,NV,456960,NEVADA STATE BANK,NMB,LAS VEGAS,NV,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Adirondack Bank,Utica,NY,101671,ADIRONDACK BANK,SMB,UTICA,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Merrimack Valley Credit Union,lawrence,MA,28497,KEY CREDIT UNION,SCU,REVERE,MA,closed,100.0,87.1,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Us Federal Credit Union,burnsville,MN,192183,MSI FEDERAL CREDIT UNION,FCU,SAINT PAUL,MN,closed,100.0,93.6,state,strong,accept,"city_mismatch,composite_capped"
Service Credit Union,Portsmouth,NH,839581,SERVICE FEDERAL CREDIT UNION,FCU,PORTSMOUTH,NH,active,100.0,95.0,"state,city",strong,accept,composite_capped
The Bank Of Kentucky,Crestview Hills,KY,641449,"CITIZENS BANK AND TRUST OF LEBANON, INC.",SMB,LEBANON,KY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
First Choice Bank,Pontotoc,CA,3374878,FIRST CHOICE BANK,SMB,CERRITOS,CA,closed,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
United Bank & Trust,Marysville,IA,3103591,UNITED BANK & TRUST CO.,NMB,MARSHALLTOWN,IA,active,100.0,95.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Jefferson Bank,San Antonio,TX,45560,JEFFERSON BANK,NMB,SAN ANTONIO,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
First Electronic Bank,Salt Lake City,UT,2947556,FIRST ELECTRONIC BANK,NMB,SALT LAKE CITY,UT,active,100.0,100.0,"state,city",strong,accept,composite_capped
The Equitable Bank Ssb,Wauwatosa,WI,576644,BANK CMG,SMB,MADISON,WI,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Corporate One Federal Credit Union,Columbus,OH,715395,"CORPORATE ONE FEDERAL CREDIT UNION, INC.",FCU,COLUMBUS,OH,active,100.0,91.9,"state,city",strong,accept,composite_capped
Cit Bank,Salt Lake City,UT,2950677,CIT BANK,NMB,SALT LAKE CITY,UT,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Eagle Bank & Trust Co.,Little Rock,GA,2989006,GUARDIAN BANK,NMB,VALDOSTA,GA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Morris Bank,Dublin,GA,564838,CITIZENS COMMUNITY BANK,NMB,HAHIRA,GA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Meadows Bank,Las Vegas,NV,3719648,MEADOWS BANK,NMB,LAS VEGAS,NV,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bankers Insurance Group,Anaheim,OK,5980161,"BEACON REAL ESTATE GROUP HOLDINGS, LLC",DEO,TULSA,OK,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Bankfirst Corporation,Norfolk,NE,117458,BANKFIRST,NMB,NORFOLK,NE,active,100.0,90.0,"state,city",strong,accept,composite_capped
Boulder Valley Credit Union,boulder,CO,860491,CLIMB CREDIT UNION,SCU,ARVADA,CO,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Commonwealth Credit Union,Bourbonnais,IL,497299,COMMONWEALTH CREDIT UNION,SCU,BOURBONNAIS,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Iowa State Bank And Trust Company,Fairfield,IA,651541,IOWA STATE BANK AND TRUST COMPANY,SMB,FAIRFIELD,IA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Broadway National Bank,San Antonio,TX,474254,BROADWAY NATIONAL BANK,NAT,SAN ANTONIO,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Pioneer Federal Credit Union,mountain home,ID,124287,PIONEER FEDERAL CREDIT UNION,FCU,MOUNTAIN HOME,ID,active,100.0,100.0,"state,city",strong,accept,composite_capped
America's First Federal Credit Union,North Birmingham,AL,455093,AMERICAS FIRST FEDERAL CREDIT UNION,FCU,BIRMINGHAM,AL,active,100.0,98.6,"state,city",strong,accept,"city_mismatch,composite_capped"
Bank Of Oklahoma,Tulsa,OK,52951,SECURITY STATE BANK OF OKLAHOMA,NMB,WEWOKA,OK,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
"Barrington Bank & Trust Company, N.A.",Barrington,IL,496845,BANK & TRUST COMPANY,NMB,LITCHFIELD,IL,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Woodtrust Bank Na,Wisconsin Rapids,WI,833749,WOODTRUST BANK,SMB,WISCONSIN RAPIDS,WI,active,100.0,95.0,"state,city",strong,accept,composite_capped
Navigator Credit Union,Pascagoula,MS,751692,NAVIGATOR FEDERAL CREDIT UNION,FCU,MOSS POINT,MS,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
North Star Bank,White Bear Lake,MN,750051,NORTH STAR BANK,NMB,ROSEVILLE,MN,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Wccu Credit Union,Westby,WI,33192,FOCUS CREDIT UNION,SCU,WAUWATOSA,WI,active,100.0,85.7,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
City & County Credit Union,Saint Paul,MN,632492,CITY & COUNTY CREDIT UNION,SCU,SAINT PAUL,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Alden State Bank,Alden,MI,388744,ALDEN STATE BANK,NMB,ALDEN,MI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Northwest Savings Bank,Amery,WI,122171,NORTHWEST SAVINGS BANK,SSB,AMERY,WI,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Northern Federal Credit Union,Watertown,NY,762689,TRUNORTHERN FEDERAL CREDIT UNION,FCU,MALONE,NY,active,100.0,95.1,state,strong,accept,"city_mismatch,composite_capped"
Burke & Herbert Bank,Alexandria,VA,6105457,"BURKE & HERBERT WEALTH SERVICES, LLC",DEO,ALEXANDRIA,VA,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,composite_capped"
Citizens National Bank Of Meridian,Meridian,MS,69333,"CITIZENS NATIONAL BANK OF MERIDIAN, THE",NAT,MERIDIAN,MS,active,100.0,93.2,"state,city",strong,accept,composite_capped
Bridgeview Bank Group,Lombard,IL,426534,HEARTLAND BANK AND TRUST COMPANY,NMB,BLOOMINGTON,IL,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Clearview Federal Credit Union,Moon Township,PA,398387,CLEARVIEW FEDERAL CREDIT UNION,FCU,MOON TOWNSHIP,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Texas Bank Financial,Weatherford,TX,414764,TEXAS BANK,NMB,HENDERSON,TX,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
West Town Bank & Trust,North Riverside,IL,340443,FIRST NATIONAL BANK IN PINCKNEYVILLE,NAT,PINCKNEYVILLE,IL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Capitol Federal Savings Bank,Topeka,KS,968070,CAPITOL FEDERAL SAVINGS BANK,FSB,TOPEKA,KS,active,100.0,100.0,"state,city",strong,accept,composite_capped
Prairie Mountain Bank,Great Falls,MT,615954,TRAILWEST BANK,NMB,LOLO,MT,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Pointbank,Pilot Point,TX,844567,POINTBANK,SMB,PILOT POINT,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Y-12 Federal Credit Union,Oak Ridge,TN,940786,Y-12 FEDERAL CREDIT UNION,FCU,OAK RIDGE,TN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank Of The Pacific,Aberdeen,WA,307679,BANK OF THE PACIFIC,NMB,ABERDEEN,WA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Pinnacle Bank,Nashville,TN,2925666,PINNACLE BANK,SMB,NASHVILLE,TN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Premier America Credit Union,Chatsworth,CA,96487,PREMIER AMERICA CREDIT UNION,SCU,CHATSWORTH,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Cedar Rapids Bank & Trust,Cedar Rapids,IA,3029589,CEDAR RAPIDS BANK AND TRUST COMPANY,SMB,CEDAR RAPIDS,IA,active,100.0,91.0,"state,city",strong,accept,composite_capped
Esl Federal Credit Union,Rochester,NY,243179,ESL FEDERAL CREDIT UNION,FCU,ROCHESTER,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Georgia's Own Credit Union,Atlanta,GA,335092,GEORGIA'S OWN CREDIT UNION,SCU,ATLANTA,GA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Peoples Security Bank & Trust Company,Scranton,PA,278818,PEOPLES SECURITY BANK AND TRUST COMPANY,NMB,DUNMORE,PA,active,100.0,94.7,state,strong,accept,"city_mismatch,composite_capped"
Sierra Central Credit Union,Yuba City,CA,581992,SIERRA CENTRAL CREDIT UNION,SCU,YUBA CITY,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Exchange Bank,Santa Rosa,NE,492650,EXCHANGE BANK,NMB,KEARNEY,NE,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Collins Community Credit Union,Cedar Rapids,IA,278096,COLLINS COMMUNITY CREDIT UNION,SCU,CEDAR RAPIDS,IA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Leader Bank,Arlington,MA,3109146,"LEADER BANK, NATIONAL ASSOCIATION",NAT,ARLINGTON,MA,active,100.0,90.0,"state,city",strong,accept,composite_capped
Self-Help Federal Credit Union,oakland,CA,424277,AM FEDERAL CREDIT UNION,FCU,GARDENA,CA,closed,100.0,88.4,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Kohler Credit Union,Kohler,WI,50993,KOHLER CREDIT UNION,SCU,SHEBOYGAN,WI,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Firstbank Southwest,Perryton,TX,840363,FIRSTBANK SOUTHWEST,NMB,AMARILLO,TX,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Frandsen Bank & Trust,Lonsdale,MN,751656,FRANDSEN BANK & TRUST,SMB,LONSDALE,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Texas Tech Federal Credit Union,Lubbock,TX,179586,TEXAS TECH FEDERAL CREDIT UNION,FCU,LUBBOCK,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Florence Bank,Florence,MA,279105,FLORENCE BANK,SSB,FLORENCE,MA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Mid Penn Bank,Harrisburg,PA,786612,MID PENN BANK,NMB,MILLERSBURG,PA,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
F&M Bank,Timberville,IL,49148,RUSHVILLE STATE BANK,SMB,RUSHVILLE,IL,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Business First Bank,Baton Rouge,LA,3488850,"BUSINESS FIRST BANCSHARES, INC.",FHD,BATON ROUGE,LA,active,100.0,87.6,"state,city",strong,review,"moderate_name_score,composite_capped"
Bellwether Community Credit Union,Manchester,NH,439299,BELLWETHER COMMUNITY CREDIT UNION,SCU,MANCHESTER,NH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank Of Utah,Ogden,UT,933975,BANK OF UTAH,NMB,OGDEN,UT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Oregon Community Bank,Oregon,WI,443353,UNITY BANK,NMB,AUGUSTA,WI,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Hercules Credit Union,Logan,UT,435899,CANYON VIEW FEDERAL CREDIT UNION,FCU,SALT LAKE CITY,UT,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Atomic Credit Union,Piketon,OH,23894,"ATOMIC CREDIT UNION, INC.",SCU,PIKETON,OH,active,100.0,86.4,"state,city",strong,review,"moderate_name_score,composite_capped"
Day Air Credit Union,Dayton,OH,501794,"DAY AIR CREDIT UNION, INC.",SCU,KETTERING,OH,active,100.0,87.0,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Bankwell Bank,New Canaan,CT,3109043,BANKWELL BANK,NMB,NEW CANAAN,CT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Rhinebeck Bank,Rhinebeck,NY,195111,RHINEBECK BANK,SSB,POUGHKEEPSIE,NY,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Credit Union West,Glendale,AZ,440688,CREDIT UNION WEST,SCU,GLENDALE,AZ,active,100.0,100.0,"state,city",strong,accept,composite_capped
Desjardins Bank,Hallandale,FL,1940747,"DESJARDINS BANK, NATIONAL ASSOCIATION",NAT,HALLANDALE,FL,active,100.0,90.0,"state,city",strong,accept,composite_capped
North Shore Bank,Beverly,MA,772008,SOUTH SHORE BANK,SMB,SOUTH WEYMOUTH,MA,active,100.0,87.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Aventa Credit Union,Colorado Springs,CO,813198,AVENTA CREDIT UNION,SCU,COLORADO SPRINGS,CO,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Ascend Federal Credit Union,Tullahoma,TN,290986,ASCEND FEDERAL CREDIT UNION,FCU,TULLAHOMA,TN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Citizens State Bank,Sheldon,TX,489155,CITIZENS STATE BANK,NMB,ANTON,TX,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Trustar Federal Credit Union,International Falls,MN,631196,TRUSTAR FEDERAL CREDIT UNION,FCU,INTERNATIONAL FALLS,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Allegiance Bank,Houston,TX,176464,ALLIANCE BANK,NMB,SULPHUR SPRINGS,TX,active,100.0,92.9,state,strong,accept,"city_mismatch,composite_capped"
Southwest Missouri Bank,Carthage,MO,760854,SOUTHWEST MISSOURI BANK,NMB,CARTHAGE,MO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Forum Credit Union,Fishers,IN,82275,FORUM CREDIT UNION,SCU,FISHERS,IN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Guilford Savings Bank,Guilford,CT,407506,ION BANK,SMB,NAUGATUCK,CT,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Cooperative Center Federal Credit Union,Berkeley,CA,684277,COOPERATIVE CENTER FEDERAL CREDIT UNION,FCU,MARTINEZ,CA,closed,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Pathway Credit Union,Cleveland,TN,705891,PATHWAY CREDIT UNION,SCU,CLEVELAND,TN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Royal Business Bank,Los Angeles,CA,3835454,ROYAL BUSINESS BANK,NMB,LOS ANGELES,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Vibrant Credit Union,Moline,IL,337395,VIBRANT CREDIT UNION,SCU,MOLINE,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank Of Wisconsin Dells,Wisconsin Dells,WI,894348,BANK OF WISCONSIN DELLS,NMB,WISCONSIN DELLS,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Meredith Village Savings Bank,Meredith,NH,576608,MEREDITH VILLAGE SAVINGS BANK,SSB,MEREDITH,NH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Jeanne D'Arc Credit Union,Lowell,MA,194392,JEANNE D'ARC CREDIT UNION,SCU,LOWELL,MA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Kellogg Community Credit Union,Battle Creek,MI,667579,KELLOGG COMMUNITY CREDIT UNION,SCU,BATTLE CREEK,MI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Excite Credit Union,san jose,CA,550288,EXCITE CREDIT UNION,SCU,SAN JOSE,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Heritage Federal Credit Union,Butte,MT,178084,"HERITAGE FEDERAL CREDIT UNION, THE",FCU,BUTTE,MT,closed,100.0,92.1,"state,city",strong,accept,composite_capped
Federal Home Loan Bank Of Atlanta,Atlanta,GA,366238,VALLANT BANK,NMB,ELBERTON,GA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Accredited,Vancouver,IN,481373,HOMETOWN FEDERAL CREDIT UNION,FCU,PERU,IN,active,93.2,68.4,"state,city",strong,reject,"low_name_score,city_mismatch"
State Bank Of Texas,Dallas,TX,1157415,STATE BANK OF TEXAS,NMB,IRVING,TX,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Polish & Slavic Federal Credit Union,Fairfield,NJ,210087,J & J FEDERAL CREDIT UNION,FCU,MILLBURN,NJ,closed,100.0,90.9,state,strong,accept,"city_mismatch,composite_capped"
Texas Regional Bank,Harlingen,TX,380458,TEXAS REGIONAL BANK,SMB,HARLINGEN,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Gateway First Bank,Salem,OK,3851427,GATEWAY FIRST BANK,NMB,JENKS,OK,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Park Bank,Holmen,WI,518354,"PARK BANK, NATIONAL ASSOCIATION",NAT,HOLMEN,WI,active,100.0,90.0,"state,city",strong,accept,composite_capped
Midcoast Community Bank,Wilmington,DE,6029432,M&T BANK AUTO RECEIVABLES TRUST 2025-1,DEO,WILMINGTON,DE,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,composite_capped"
