input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence
First Arkansas Bank And Trust,Jacksonville,AR,466240,FIRST ARKANSAS BANK AND TRUST,NMB,JACKSONVILLE,AR,active,100.0,100.0,"state,city",strong
Metropolitan Commercial Bank (New York),New York,NY,2705895,METROPOLITAN COMMERCIAL BANK,SMB,NEW YORK,NY,active,100.0,95.0,"state,city",strong
The First National Bank And Trust Company Of Newtown,Miami,WI,12647,"PORTAGE COUNTY BANK, THE",NMB,ALMOND,WI,active,100.0,85.5,state,strong
Fremont Bank,Fremont,CA,739560,FREMONT BANK,NMB,FREMONT,CA,active,100.0,100.0,"state,city",strong
Valley Credit Union,Salem,AL,358998,VALLEY CREDIT UNION,SCU,TUSCUMBIA,AL,active,100.0,100.0,state,strong
Tongass Federal Credit Union,Ketchikan,AK,400084,TONGASS FEDERAL CREDIT UNION,FCU,KETCHIKAN,AK,active,100.0,100.0,"state,city",strong
Greater Nevada Credit Union,Carson City,NV,230973,GREATER NEVADA CREDIT UNION,SCU,CARSON CITY,NV,active,100.0,100.0,"state,city",strong
Centra Credit Union,Columbus,IN,461674,CENTRA CREDIT UNION,SCU,COLUMBUS,IN,active,100.0,100.0,"state,city",strong
"Chain Bridge Bank, N.A.",McLean,VA,3597211,"CHAIN BRIDGE BANK, NATIONAL ASSOCIATION",NAT,MC LEAN,VA,active,100.0,85.9,"state,city",strong
Stockman Bank Of Montana,Miles City,MT,651859,STOCKMAN BANK OF MONTANA,NMB,MILES CITY,MT,active,100.0,100.0,"state,city",strong
East Texas Professional Credit Union,Longview,TX,693895,EAST TEXAS PROFESSIONAL CREDIT UNION,SCU,LONGVIEW,TX,active,100.0,100.0,"state,city",strong
Honolulu Federal Credit Union,Honolulu,HI,275778,HONOLULU FEDERAL CREDIT UNION,FCU,HONOLULU,HI,active,100.0,100.0,"state,city",strong
First Farmbank,Greeley,CO,3411773,FIRST FARMBANK,NMB,GREELEY,CO,active,100.0,100.0,"state,city",strong
International Bank of Commerce,Laredo,OK,5050028,INTERNATIONAL BANK OF COMMERCE,NMB,OKLAHOMA CITY,OK,active,100.0,100.0,"state,city",strong
Summit Bank Limited,Eugene,OR,3243282,SUMMIT BANK,NMB,EUGENE,OR,active,100.0,90.0,"state,city",strong
Use Credit Union,San Diego,IL,280192,SIUE CREDIT UNION,SCU,EDWARDSVILLE,IL,active,100.0,90.9,state,strong
Veridian Credit Union,Waterloo,IA,416197,VERIDIAN CREDIT UNION,SCU,WATERLOO,IA,active,100.0,100.0,"state,city",strong
University Of Kentucky Federal Credit Union,lexington,KY,153997,UNIVERSITY OF KENTUCKY FEDERAL CREDIT UNION,FCU,LEXINGTON,KY,active,100.0,100.0,"state,city",strong
Capital Credit Union,Edinburgh,ND,137399,CAPITAL CREDIT UNION,SCU,BISMARCK,ND,active,100.0,100.0,state,strong
Bristol County Savings Bank,Taunton,MA,13103,BRISTOL COUNTY SAVINGS BANK,NMB,TAUNTON,MA,active,100.0,100.0,"state,city",strong
Bank Of Prairie Du Sac,Prairie Du Sac,WI,997847,BANK OF PRAIRIE DU SAC,NMB,PRAIRIE DU SAC,WI,active,100.0,100.0,"state,city",strong
La Capitol Federal Credit Union,baton rouge,LA,23184,LA CAPITOL FEDERAL CREDIT UNION,FCU,BATON ROUGE,LA,active,100.0,100.0,"state,city",strong
City Bank,Lubbock,MO,2003069,"MARK TWAIN KANSAS CITY BANK COMMUNITY DEVELOPMENT CORPORATION, INC.",DEO,SAINT LOUIS,MO,closed,100.0,90.0,state,strong
Bank Of Ann Arbor,Ann Arbor,MI,2390929,BANK OF ANN ARBOR,NMB,ANN ARBOR,MI,active,100.0,100.0,"state,city",strong
Carolinas Telco Federal Credit Union,Charlotte,NC,1016987,CAROLINAS TELCO FEDERAL CREDIT UNION,FCU,CHARLOTTE,NC,active,100.0,100.0,"state,city",strong
The American National Bank Of Texas,Terrell,TX,599764,"AMERICAN NATIONAL BANK OF TEXAS, THE",NAT,TERRELL,TX,active,100.0,93.7,"state,city",strong
Dubuque Bank & Trust,Dubuque,IA,952846,BANK,SMB,WAPELLO,IA,active,100.0,90.0,state,strong
Ventura County Credit Union,Ventura,CA,987286,VENTURA COUNTY CREDIT UNION,SCU,VENTURA,CA,active,100.0,100.0,"state,city",strong
Severn Savings Bank,annapolis,MD,613978,JARRETTSVILLE FEDERAL SAVINGS AND LOAN ASSOCIATION,CSA,JARRETTSVILLE,MD,active,100.0,85.5,state,strong
Enterprise Bank,Allison Park,PA,2730431,ENTERPRISE BANK,NMB,ALLISON PARK,PA,active,100.0,100.0,"state,city",strong
First Bankers Trust Company,Quincy,IL,344647,"FIRST BANKERS TRUST COMPANY, NATIONAL ASSOCIATION",NAT,QUINCY,IL,active,100.0,90.0,"state,city",strong
Texans Credit Union,Richardson,TX,244792,TEXANS CREDIT UNION,SCU,RICHARDSON,TX,active,100.0,100.0,"state,city",strong
Andrews Federal Credit Union,Suitland,MD,574275,ANDREWS FEDERAL CREDIT UNION,FCU,SUITLAND,MD,active,100.0,100.0,"state,city",strong
Multi-Bank Securities,Southfield,MI,5950687,"MULTI-BANK SECURITIES, INC.",DEO,SOUTHFIELD,MI,active,100.0,87.5,"state,city",strong
Bellco Credit Union,Greenwood Village,CO,283698,BELLCO CREDIT UNION,SCU,GREENWOOD VILLAGE,CO,active,100.0,100.0,"state,city",strong
American Trust & Savings Bank,Dubuque,IN,814748,"AMERICAN TRUST & SAVINGS BANK OF WHITING, INDIANA",NMB,WHITING,IN,closed,100.0,90.0,state,strong
Communityamerica Credit Union,Lenexa,KS,524494,COMMUNITYAMERICA FEDERAL CREDIT UNION,FCU,LENEXA,KS,active,100.0,95.0,"state,city",strong
The Bancorp Bank,Wilmington,DE,6126108,M&T BANK RV TRUST 2026-1,DEO,WILMINGTON,DE,active,100.0,85.5,"state,city",strong
"Verve, A Credit Union",Oshkosh,WI,607799,VERVE A CREDIT UNION,SCU,OSHKOSH,WI,active,100.0,97.6,"state,city",strong
Federal Home Loan Bank Of Des Moines,Des Moines,IA,413543,CITIZENS STATE BANK,NMB,SHELDON,IA,active,100.0,85.5,state,strong
St. Mary's Bank,Manchester,NH,832694,ST. MARY'S BANK CREDIT UNION,SCU,MANCHESTER,NH,active,100.0,90.0,"state,city",strong
The Bank Of Missouri,Perryville,MO,330855,"BANK OF MISSOURI, THE",NMB,PERRYVILLE,MO,active,100.0,92.7,"state,city",strong
Washington Financial Bank,Washington,PA,282075,WASHINGTON FINANCIAL BANK,SSB,WASHINGTON,PA,active,100.0,100.0,"state,city",strong
Orrstown Bank,Shippensburg,PA,342410,ORRSTOWN BANK,SMB,HARRISBURG,PA,active,100.0,100.0,"state,city",strong
Members 1St Federal Credit Union,mechanicsburg,PA,934785,MEMBERS 1ST FEDERAL CREDIT UNION,FCU,ENOLA,PA,active,100.0,100.0,state,strong
Boiling Springs Savings Bank,Rutherford,NJ,564678,GSL SAVINGS BANK,SSB,GUTTENBERG,NJ,active,100.0,87.1,state,strong
Woodlands National Bank,Hinckley,MN,980951,WOODLANDS NATIONAL BANK,NAT,HINCKLEY,MN,active,100.0,100.0,"state,city",strong
Industrial And Commercial Bank Of China,Beijing,NY,1015560,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",NAT,NEW YORK,NY,active,100.0,90.0,state,strong
Cross County Bank,Wynne,AR,1131611,"CROSS COUNTY BANCSHARES, INC.",BHC,WYNNE,AR,active,100.0,87.3,"state,city",strong
River City Bank,Sacramento,KY,641449,"CITIZENS BANK AND TRUST OF LEBANON, INC.",SMB,LEBANON,KY,active,100.0,85.5,state,strong
Campus Federal Credit Union,Baton Rouge,LA,877079,CAMPUS FEDERAL CREDIT UNION,FCU,BATON ROUGE,LA,active,100.0,100.0,"state,city",strong
Wallis State Bank,Houston,TX,551669,WALLIS STATE BANK,NMB,WALLIS,TX,closed,100.0,100.0,state,strong
Hawaii State Federal Credit Union,Honolulu,HI,249377,HAWAII STATE FEDERAL CREDIT UNION,FCU,HONOLULU,HI,active,100.0,100.0,"state,city",strong
Broadway Bank,Chicago,IL,268734,BROADWAY BANK,NMB,CHICAGO,IL,closed,100.0,100.0,"state,city",strong
Superior Choice Credit Union,Superior,WI,595793,SUPERIOR CHOICE CREDIT UNION,SCU,SUPERIOR,WI,active,100.0,100.0,"state,city",strong
Community Financial Services Bank,Benton,KY,698144,COMMUNITY FINANCIAL SERVICES BANK,SMB,BENTON,KY,active,100.0,100.0,"state,city",strong
Sequoia Federal Credit Union,Redwood City,CA,322588,SEQUOIA FEDERAL CREDIT UNION,FCU,REDWOOD CITY,CA,closed,100.0,100.0,"state,city",strong
Volunteer Corporate Credit Union,Nashville,TN,520496,VOLUNTEER CORPORATE CREDIT UNION,SCU,NASHVILLE,TN,active,100.0,100.0,"state,city",strong
Central Bank Illinois,Geneseo,IL,931038,CENTRAL BANK ILLINOIS,NMB,GENESEO,IL,active,100.0,100.0,"state,city",strong
Synchrony Bank,Draper,CT,407506,ION BANK,SMB,NAUGATUCK,CT,active,100.0,85.5,state,strong
Wings Financial Credit Union,Apple Valley,MN,290490,WINGS FINANCIAL CREDIT UNION,SCU,APPLE VALLEY,MN,closed,100.0,100.0,"state,city",strong
Fort Billings Federal Credit Union,Paulsboro,NJ,830579,FORT BILLINGS FEDERAL CREDIT UNION,FCU,GIBBSTOWN,NJ,active,100.0,100.0,state,strong
Tri City National Bank,Oak Creek,WI,242444,TRI CITY NATIONAL BANK,NAT,OAK CREEK,WI,active,100.0,100.0,"state,city",strong
Safe Credit Union,Folsom,TX,531894,SAFE CREDIT UNION,SCU,BEAUMONT,TX,closed,100.0,100.0,state,strong
Virginia Commonwealth Bank,Kilmarnock,VA,5349218,TRUSTAR BANK,NMB,GREAT FALLS,VA,active,100.0,85.5,state,strong
Qualstar Credit Union,Redmond,WA,553980,QUALSTAR CREDIT UNION,SCU,BOTHELL,WA,active,100.0,100.0,state,strong
Fall River Five Cents Savings Bank,Fall River,MA,833404,FALL RIVER FIVE CENTS SAVINGS BANK,SMB,FALL RIVER,MA,active,100.0,100.0,"state,city",strong
Centerstate Bank,Winter Haven,FL,3219483,CENTERSTATE BANKS OF FLORIDA STATUTORY TRUST I,DEO,WINTER HAVEN,FL,closed,100.0,90.0,"state,city",strong
Firstcapital Bank Of Texas,Midland,TX,596156,CAPITAL BANK,NMB,HOUSTON,TX,active,100.0,90.0,state,strong
Rock Valley Credit Union,Loves Park,IL,39587,ROCK VALLEY CREDIT UNION,SCU,LOVES PARK,IL,active,100.0,100.0,"state,city",strong
Atlanta Postal Credit Union,Atlanta,GA,334590,CREDIT UNION OF ATLANTA,SCU,ATLANTA,GA,active,100.0,88.4,"state,city",strong
Tennessee State Bank,Pigeon Forge,TN,479839,TENNESSEE STATE BANK,SMB,PIGEON FORGE,TN,active,100.0,100.0,"state,city",strong
Autotruck Financial Credit Union,Louisville,KY,770488,AUTOTRUCK FINANCIAL CREDIT UNION,SCU,LOUISVILLE,KY,active,100.0,100.0,"state,city",strong
The First National Bank In Sioux Falls,Sioux Falls,SD,326858,"FIRST NATIONAL BANK IN SIOUX FALLS, THE",NAT,SIOUX FALLS,SD,active,100.0,93.8,"state,city",strong
Kinetic Credit Union,Columbus,GA,807683,KINETIC CREDIT UNION,FCU,COLUMBUS,GA,active,100.0,100.0,"state,city",strong
Los Angeles Police Federal Credit Union,van nuys,CA,758495,LOS ANGELES POLICE FEDERAL CREDIT UNION,FCU,VAN NUYS,CA,active,100.0,100.0,"state,city",strong
Northwest Federal Credit Union,Herndon,VA,988975,NORTHWEST FEDERAL CREDIT UNION,FCU,HERNDON,VA,active,100.0,100.0,"state,city",strong
Hudson Valley Federal Credit Union,poughkeepsie,NY,483180,HUDSON VALLEY FEDERAL CREDIT UNION,FCU,POUGHKEEPSIE,NY,active,100.0,100.0,"state,city",strong
Mvb Bank,Fairmont,WV,2757205,"MVB BANK, INC.",NMB,FAIRMONT,WV,active,100.0,90.0,"state,city",strong
Capitol Credit Union,Austin,TX,629894,CAPITOL CREDIT UNION,SCU,AUSTIN,TX,active,100.0,100.0,"state,city",strong
Salem Five Bank,salem,MA,689209,COUNTRY BANK FOR SAVINGS,SSB,WARE,MA,active,100.0,85.5,state,strong
Hilltop National Bank,Casper,WY,1454,HILLTOP NATIONAL BANK,NAT,CASPER,WY,active,100.0,100.0,"state,city",strong
Prime Meridian Bank,Tallahassee,FL,3690701,PRIME MERIDIAN BANK,NMB,TALLAHASSEE,FL,closed,100.0,100.0,"state,city",strong
Gnb Bank,Grundy Center,IA,724744,GNB BANK,SMB,GRUNDY CENTER,IA,active,100.0,100.0,"state,city",strong
Moody National Bank,Galveston,TX,253356,MOODY NATIONAL BANK,NAT,GALVESTON,TX,active,100.0,100.0,"state,city",strong
Omniamerican Bank,Fort Worth,TX,4131751,"OMNIAMERICAN BANCORP, INC.",SLHC,FORT WORTH,TX,closed,100.0,87.3,"state,city",strong
Needham Bank,Needham,MA,339773,NEEDHAM BANK,SMB,NEEDHAM,MA,active,100.0,100.0,"state,city",strong
The Privatebank And Trust Company,Chicago,IL,513546,"FARMERS AND MERCHANTS NATIONAL BANK OF NASHVILLE, THE",NAT,NASHVILLE,IL,active,100.0,85.5,state,strong
Mt Mckinley Bank,Fairbanks,AK,542667,MT. MCKINLEY BANK,SSB,FAIRBANKS,AK,active,100.0,97.0,"state,city",strong
Colorado Credit Union,Littleton,CO,379386,COLORADO CREDIT UNION,SCU,LITTLETON,CO,active,100.0,100.0,"state,city",strong
Altier Credit Union,,AZ,934879,ALTIER CREDIT UNION,SCU,TEMPE,AZ,closed,100.0,100.0,state,strong
Vista Bank,Bukarest,TX,88352,FIRST STATE BANK OF BEDIAS,NMB,BEDIAS,TX,active,100.0,85.5,state,strong
Southwest 66 Credit Union,Odessa,TX,664895,SOUTHWEST 66 CREDIT UNION,SCU,ODESSA,TX,active,100.0,100.0,"state,city",strong
Ambridge Area Federal Credit Union,baden,PA,146270,AMBRIDGE AREA FEDERAL CREDIT UNION,FCU,BADEN,PA,closed,100.0,100.0,"state,city",strong
Farmers & Merchants Bank Of Central California,Lodi,CA,808260,FARMERS & MERCHANTS BANK OF CENTRAL CALIFORNIA,NMB,LODI,CA,active,100.0,100.0,"state,city",strong
Infirst Bank,Indiana,PA,904171,INFIRST BANK,SSB,INDIANA,PA,active,100.0,100.0,"state,city",strong
Great Plains Bank,Eureka,SD,589158,GREAT PLAINS BANK,NMB,EUREKA,SD,active,100.0,100.0,"state,city",strong
Goldenwest Credit Union,South Ogden,UT,656694,GOLDENWEST FEDERAL CREDIT UNION,FCU,WASHINGTON TERRACE,UT,active,100.0,95.0,state,strong
First Westroads Bank,Omaha,NE,222754,"FIRST WESTROADS BANK, INC.",SMB,OMAHA,NE,active,100.0,87.0,"state,city",strong
Sunrise Banks,Saint Paul,MN,1139103,"UNIVERSITY FINANCIAL CORP, GBC DBA SUNRISE BANKS",BHC,SAINT PAUL,MN,active,100.0,90.0,"state,city",strong
First Savings Bank,Jeffersonville,IL,771878,FIRST FEDERAL SAVINGS BANK,FSB,OTTAWA,IL,active,100.0,95.0,state,strong
Arizona Central Credit Union,Phoenix,AZ,766995,ARIZONA CENTRAL CREDIT UNION,SCU,PHOENIX,AZ,active,100.0,100.0,"state,city",strong
Cornerstone Financial Credit Union,Nashville,TN,455299,CORNERSTONE FINANCIAL CREDIT UNION,SCU,NASHVILLE,TN,active,100.0,100.0,"state,city",strong
Texasbank,Fort Worth,TX,232856,TEXASBANK,NMB,FORT WORTH,TX,active,100.0,100.0,"state,city",strong
Abacus Credit Counseling,Encino,CA,483386,FIRST TECHNOLOGY FEDERAL CREDIT UNION,FCU,SAN JOSE,CA,active,100.0,85.5,state,strong
Truwest Credit Union,Tempe,AZ,645894,TRUWEST CREDIT UNION,SCU,TEMPE,AZ,active,100.0,100.0,"state,city",strong
Bank Of Stockton,Stockton,CA,479268,BANK OF STOCKTON,NMB,STOCKTON,CA,active,100.0,100.0,"state,city",strong
Central State Credit Union,Stockton,CA,82499,CENTRAL STATE CREDIT UNION,SCU,STOCKTON,CA,active,100.0,100.0,"state,city",strong
Collegiate Peaks Bank,Buena Vista,CO,106452,PB&T BANK,NMB,PUEBLO,CO,active,100.0,85.5,state,strong
California Bank Of Commerce,Lafayette,CA,3076453,"CALIFORNIA BANK OF COMMERCE, NATIONAL ASSOCIATION",NAT,SAN DIEGO,CA,active,100.0,90.0,state,strong
1St Community Federal Credit Union,San Angelo,TX,328085,1ST COMMUNITY FEDERAL CREDIT UNION,FCU,SAN ANGELO,TX,active,100.0,100.0,"state,city",strong
Peoples Credit Union,Middletown,IA,181299,PEOPLES CREDIT UNION,SCU,WEBSTER CITY,IA,active,100.0,100.0,state,strong
Delta Community Credit Union,Atlanta,GA,112499,DELTA COMMUNITY CREDIT UNION,SCU,ATLANTA,GA,active,100.0,100.0,"state,city",strong
Lakeside Bank,Lake Charles,LA,4165907,LAKESIDE BANK,NMB,LAKE CHARLES,LA,active,100.0,100.0,"state,city",strong
Gulf Coast Federal Credit Union,Corpus Christi,AL,624086,GULF COAST FEDERAL CREDIT UNION,FCU,MOBILE,AL,active,100.0,100.0,state,strong
Altabank,American Fork,UT,2748995,ALTABANCORP,BHC,AMERICAN FORK,UT,closed,100.0,73.7,"state,city",strong
First-Lockhart National Bank,Lockhart,TX,311265,YOAKUM BANK,NMB,YOAKUM,TX,active,100.0,85.5,state,strong
Old Missouri Bank,Springfield,MO,400057,FIRST STATE BANK OF THE OZARKS,NMB,PURDY,MO,active,100.0,85.5,"state,city",strong
Gulf Credit Union,Groves,TX,565899,GULF CREDIT UNION,SCU,PORT ARTHUR,TX,active,100.0,100.0,state,strong
River Bank & Trust,Prattville,AL,3437157,RIVER BANK & TRUST,NMB,PRATTVILLE,AL,active,100.0,100.0,"state,city",strong
Arkansas Federal Credit Union,jacksonville,AR,778680,ARKANSAS FEDERAL CREDIT UNION,FCU,LITTLE ROCK,AR,active,100.0,100.0,state,strong
Riverview Bank,Marysville,PA,757612,RIVERVIEW BANK,NMB,MARYSVILLE,PA,closed,100.0,100.0,"state,city",strong
First Security Bank & Trust,Charles City,LA,671651,FIRST SECURITY BANK AND TRUST COMPANY,NMB,HAUGHTON,LA,closed,100.0,91.3,state,strong
Ameriserv Financial Bank,Johnstown,PA,928618,AMERISERV FINANCIAL BANK,SMB,JOHNSTOWN,PA,active,100.0,100.0,"state,city",strong
Global Credit Union,Spokane,WA,914684,GLOBAL CREDIT UNION,SCU,SPOKANE,WA,closed,100.0,100.0,"state,city",strong
Mechanics Bank,Walnut Creek,CA,936462,MECHANICS BANK,NMB,WALNUT CREEK,CA,active,100.0,100.0,"state,city",strong
Lake Trust Credit Union,Brighton,MI,794091,LAKE TRUST CREDIT UNION,SCU,LANSING,MI,active,100.0,100.0,state,strong
Owingsville Banking Company,Owingsville,KY,492810,OWINGSVILLE BANKING COMPANY,NMB,OWINGSVILLE,KY,active,100.0,100.0,"state,city",strong
Charter Oak Federal Credit Union,Waterford,CT,595579,CHARTER OAK FEDERAL CREDIT UNION,FCU,WATERFORD,CT,active,100.0,100.0,"state,city",strong
Sunwest Bank,Irvine,CA,4049678,"SUNWEST BANCORP, INC.",BHC,IRVINE,CA,closed,100.0,86.1,"state,city",strong
Midflorida Credit Union,Lakeland,FL,101381,MIDFLORIDA CREDIT UNION,SCU,LAKELAND,FL,active,100.0,100.0,"state,city",strong
Communication Federal Credit Union,oklahoma city,OK,603670,COMMUNICATION FEDERAL CREDIT UNION,FCU,OKLAHOMA CITY,OK,active,100.0,100.0,"state,city",strong
Franklin Savings Bank,Franklin,ME,228000,FRANKLIN SAVINGS BANK,SMB,FARMINGTON,ME,active,100.0,100.0,state,strong
Community West Bank,Fresno,CA,703767,COMMUNITY WEST BANK,NMB,FRESNO,CA,active,100.0,100.0,"state,city",strong
Serve Credit Union,Des Moines,IA,530794,SERVE CREDIT UNION,SCU,DES MOINES,IA,active,100.0,100.0,"state,city",strong
Oceanfirst Bank,Red Bank,NJ,85472,"OCEANFIRST BANK, NATIONAL ASSOCIATION",NAT,TOMS RIVER,NJ,active,100.0,90.0,state,strong
Highland Bank,Birmingham,MN,764058,HIGHLAND BANK,NMB,SAINT PAUL,MN,active,100.0,100.0,state,strong
Bethpage Federal Credit Union,Bethpage,NY,453987,BETHEX FEDERAL CREDIT UNION,FCU,BRONX,NY,closed,100.0,92.9,state,strong
Southpoint Bank,Birmingham,AL,3386536,SOUTHPOINT BANK,NMB,BIRMINGHAM,AL,active,100.0,100.0,"state,city",strong
Fnbc Bank & Trust,La Grange,IL,608844,FNBC BANK AND TRUST,NMB,LA GRANGE,IL,active,100.0,89.1,"state,city",strong
Community First Bank,Forest,OH,774123,COMMUNITY BANK,NMB,HUBER HEIGHTS,OH,closed,100.0,95.0,state,strong
Dieterich Bank,Dieterich,IL,771140,DIETERICH BANK,SMB,EFFINGHAM,IL,active,100.0,100.0,state,strong
Bankers' Bank,Madison,WI,408642,BANKERS' BANK,SMB,MADISON,WI,active,100.0,100.0,"state,city",strong
Kentucky Bank,Paris,KY,263243,"FIRST KENTUCKY BANK, INC.",NMB,MAYFIELD,KY,active,100.0,90.0,state,strong
Guaranty Bank And Trust Company,Addison,LA,289739,GUARANTY BANK AND TRUST COMPANY,NMB,NEW ROADS,LA,active,100.0,100.0,state,strong
1st Security Bank,Hillsboro,OH,646873,NEW CARLISLE FEDERAL SAVINGS BANK,CSA,NEW CARLISLE,OH,active,100.0,85.5,state,strong
First Bank & Trust,Dubuque,NY,565170,FIRST FEDERAL SAVINGS OF MIDDLETOWN,CSA,MIDDLETOWN,NY,active,100.0,85.5,state,strong
Bank Of Sun Prairie,Sun Prairie,WI,124344,BANK OF SUN PRAIRIE,NMB,SUN PRAIRIE,WI,active,100.0,100.0,"state,city",strong
Mutualbank,Muncie,IN,5371947,"RICHMOND MUTUAL BANCORPORATION, INC.",FHD,RICHMOND,IN,active,100.0,81.0,state,strong
Hoosier Hills Credit Union,Bedford,IN,1001086,HOOSIER HILLS CREDIT UNION,SCU,BEDFORD,IN,active,100.0,100.0,"state,city",strong
Tucson Federal Credit Union,Tucson,AZ,171777,TUCSON FEDERAL CREDIT UNION,FCU,TUCSON,AZ,active,100.0,100.0,"state,city",strong
Credit Central,Ozark,SC,5183364,"CREDIT CENTRAL LOAN COMPANY, LLC",FNC,GREENVILLE,SC,active,100.0,90.0,state,strong
Elderton State Bank,Elderton,PA,282824,ELDERTON STATE BANK,NMB,ELDERTON,PA,active,100.0,100.0,"state,city",strong
The First Bank,Griffithville,OK,280352,FIRST BANK,NMB,ERICK,OK,active,100.0,95.0,"state,city",strong
Nevada State Bank,Las Vegas,NV,456960,NEVADA STATE BANK,NMB,LAS VEGAS,NV,closed,100.0,100.0,"state,city",strong
Adirondack Bank,Utica,NY,101671,ADIRONDACK BANK,SMB,UTICA,NY,active,100.0,100.0,"state,city",strong
Merrimack Valley Credit Union,lawrence,MA,28497,KEY CREDIT UNION,SCU,REVERE,MA,closed,100.0,87.1,state,strong
Us Federal Credit Union,burnsville,MN,192183,MSI FEDERAL CREDIT UNION,FCU,SAINT PAUL,MN,closed,100.0,93.6,state,strong
Service Credit Union,Portsmouth,NH,839581,SERVICE FEDERAL CREDIT UNION,FCU,PORTSMOUTH,NH,active,100.0,95.0,"state,city",strong
The Bank Of Kentucky,Crestview Hills,KY,641449,"CITIZENS BANK AND TRUST OF LEBANON, INC.",SMB,LEBANON,KY,active,100.0,85.5,state,strong
First Choice Bank,Pontotoc,CA,3374878,FIRST CHOICE BANK,SMB,CERRITOS,CA,closed,100.0,100.0,state,strong
United Bank & Trust,Marysville,IA,3103591,UNITED BANK & TRUST CO.,NMB,MARSHALLTOWN,IA,active,100.0,95.0,"state,city",strong
Jefferson Bank,San Antonio,TX,45560,JEFFERSON BANK,NMB,SAN ANTONIO,TX,active,100.0,100.0,"state,city",strong
First Electronic Bank,Salt Lake City,UT,2947556,FIRST ELECTRONIC BANK,NMB,SALT LAKE CITY,UT,active,100.0,100.0,"state,city",strong
The Equitable Bank Ssb,Wauwatosa,WI,576644,BANK CMG,SMB,MADISON,WI,active,100.0,85.5,state,strong
Corporate One Federal Credit Union,Columbus,OH,715395,"CORPORATE ONE FEDERAL CREDIT UNION, INC.",FCU,COLUMBUS,OH,active,100.0,91.9,"state,city",strong
Cit Bank,Salt Lake City,UT,2950677,CIT BANK,NMB,SALT LAKE CITY,UT,closed,100.0,100.0,"state,city",strong
Eagle Bank & Trust Co.,Little Rock,GA,2989006,GUARDIAN BANK,NMB,VALDOSTA,GA,active,100.0,85.5,state,strong
Morris Bank,Dublin,GA,564838,CITIZENS COMMUNITY BANK,NMB,HAHIRA,GA,active,100.0,85.5,state,strong
Meadows Bank,Las Vegas,NV,3719648,MEADOWS BANK,NMB,LAS VEGAS,NV,active,100.0,100.0,"state,city",strong
Bankers Insurance Group,Anaheim,OK,5980161,"BEACON REAL ESTATE GROUP HOLDINGS, LLC",DEO,TULSA,OK,active,100.0,85.5,state,strong
Bankfirst Corporation,Norfolk,NE,117458,BANKFIRST,NMB,NORFOLK,NE,active,100.0,90.0,"state,city",strong
Boulder Valley Credit Union,boulder,CO,860491,CLIMB CREDIT UNION,SCU,ARVADA,CO,active,100.0,85.5,state,strong
Commonwealth Credit Union,Bourbonnais,IL,497299,COMMONWEALTH CREDIT UNION,SCU,BOURBONNAIS,IL,active,100.0,100.0,"state,city",strong
Iowa State Bank And Trust Company,Fairfield,IA,651541,IOWA STATE BANK AND TRUST COMPANY,SMB,FAIRFIELD,IA,active,100.0,100.0,"state,city",strong
Broadway National Bank,San Antonio,TX,474254,BROADWAY NATIONAL BANK,NAT,SAN ANTONIO,TX,active,100.0,100.0,"state,city",strong
Pioneer Federal Credit Union,mountain home,ID,124287,PIONEER FEDERAL CREDIT UNION,FCU,MOUNTAIN HOME,ID,active,100.0,100.0,"state,city",strong
America's First Federal Credit Union,North Birmingham,AL,455093,AMERICAS FIRST FEDERAL CREDIT UNION,FCU,BIRMINGHAM,AL,active,100.0,98.6,"state,city",strong
